date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:29:45	238231/238231	---MCZ	200	added ('OK')	text/html	etag:%221909353969%22	https://www.proptiger.com/bangalore/jp-nagar-phase-7/mahindra-lifespaces-developers-windchimes-phase-2-1853312	C:/Users/hmmm/Videos/prpt/www.proptiger.com/bangalore/jp-nagar-phase-7/mahindra-lifespaces-developers-windchimes-phase-2-1853312.html	(from https://www.proptiger.com/)
18:29:46	258369/258369	---MCZ	200	added ('OK')	text/html	etag:%22314185470%22	https://www.proptiger.com/bangalore/cv-raman-nagar/puravankara-270-degrees-640437	C:/Users/hmmm/Videos/prpt/www.proptiger.com/bangalore/cv-raman-nagar/puravankara-270-degrees-640437.html	(from https://www.proptiger.com/)
18:29:48	238283/238283	---MCZ	200	added ('OK')	text/html	etag:%22-383008913%22	https://www.proptiger.com/bangalore/rajajinagar/puravankara-sunflower-640482	C:/Users/hmmm/Videos/prpt/www.proptiger.com/bangalore/rajajinagar/puravankara-sunflower-640482.html	(from https://www.proptiger.com/)
18:29:50	268898/268898	---MCZ	200	added ('OK')	text/html	etag:%22208032510%22	https://www.proptiger.com/bangalore/narayanapura-on-hennur-main-road/puravankara-palm-beach-654575	C:/Users/hmmm/Videos/prpt/www.proptiger.com/bangalore/narayanapura-on-hennur-main-road/puravankara-palm-beach-654575.html	(from https://www.proptiger.com/)
18:29:52	243946/243946	---MCZ	200	added ('OK')	text/html	etag:%22446523037%22	https://www.proptiger.com/bangalore/bagaluru-near-yelahanka/puravankara-zenium-1891802	C:/Users/hmmm/Videos/prpt/www.proptiger.com/bangalore/bagaluru-near-yelahanka/puravankara-zenium-1891802.html	(from https://www.proptiger.com/)
18:29:53	259079/259079	---MCZ	200	added ('OK')	text/html	etag:%22-274871064%22	https://www.proptiger.com/bangalore/kannamangala/sobha-limited-avenue-665091	C:/Users/hmmm/Videos/prpt/www.proptiger.com/bangalore/kannamangala/sobha-limited-avenue-665091.html	(from https://www.proptiger.com/)
18:29:54	305125/305125	---MCZ	200	added ('OK')	text/html	etag:%221815972498%22	https://www.proptiger.com/bangalore/varthur/sobha-limited-rain-forest-at-dream-acres-667314	C:/Users/hmmm/Videos/prpt/www.proptiger.com/bangalore/varthur/sobha-limited-rain-forest-at-dream-acres-667314.html	(from https://www.proptiger.com/)
18:29:55	285658/285658	---MCZ	200	added ('OK')	text/html	etag:%22-80211961%22	https://www.proptiger.com/bangalore/varthur/sobha-limited-tropical-greens-at-dream-acres-780723	C:/Users/hmmm/Videos/prpt/www.proptiger.com/bangalore/varthur/sobha-limited-tropical-greens-at-dream-acres-780723.html	(from https://www.proptiger.com/)
18:29:55	405/405	---M-Z	410	error ('Gone')	text/html	date:Thu,%2020%20May%202021%2012:59:52%20GMT	https://www.proptiger.com/bangalore/resale-property	C:/Users/hmmm/Videos/prpt/www.proptiger.com/bangalore/resale-property	(from https://www.proptiger.com/)
18:29:56	402/402	---M-Z	410	error ('Gone')	text/html	date:Thu,%2020%20May%202021%2012:59:53%20GMT	https://www.proptiger.com/mumbai/resale-property	C:/Users/hmmm/Videos/prpt/www.proptiger.com/mumbai/resale-property	(from https://www.proptiger.com/)
